id,movie_id,commenter,rating,content,comment_time,created_at
10032,2,袁长庚,4星,备课三刷。一边看一边想，如果拿掉张国荣，剩下的东西里，还有几分成色？是不是陈凯歌日后有的一些坏毛病早就埋下种子了？但是，没办法，一个疯子，又遇见了成全他的角色，干柴烈火，谁也挡不住。所有人都被他带的颠三倒四的，这就是角儿，一种迷人的暴力,2017-03-27 14:12:43,2026-05-13 14:52:20
10033,2,半袖,4星,小时候的部分，有些不够自然，后面倒是越看越入戏了。段小楼的个性颇有点让我厌烦，顶着个英雄的皮囊，其实最不懂事。电影结束的时候，很想听张国荣版的《当爱已成往事》，对张国荣从来没有特别的感情，也一直只听林、李版本的那首歌，可经过电影的铺垫，彻底推翻过去的喜好，张的版本变成了电影的延续，仿佛程蝶衣还在那低低的说话一般，缠绵悱恻，绕梁三日。,2008-09-09 19:14:27,2026-05-13 14:52:20
10034,2,影志,5星,人戏不分，不疯魔不成活。,2005-07-22 01:36:02,2026-05-13 14:52:20
10035,2,JulyChan,5星,你凝视你的脸，几亿人在爱恋。,2006-12-06 19:50:43,2026-05-13 14:52:20
10036,2,人云奕云,5星,我記得我標記過這部片子的啊！——我以為這是國產電影的開始，誰知道是結束。,2012-10-02 22:34:39,2026-05-13 14:52:20
10037,2,文泽尔,5星,往事不要再提，人生已多风雨。纵然记忆抹不去，爱与恨都还在心里。真的要断了过去，让明天好好继续，你就不必再苦苦追问他的消息。爱情他是个难题，让人目眩神迷，忘了痛或许可以，忘了你却太不容易。我对你仍有爱意我对自己无能为力。,2007-09-19 22:44:29,2026-05-13 14:52:20
10038,2,UrthónaD'Mors,5星,"蝶衣于台上贵妃醉酒，头顶忽撒下无数抗日传单。灯骤灭，台下喧哗。没有人再顾及台上的贵妃。唯有蝶衣，继续着未尽的绝美舞步丝毫未曾停滞。一片混乱之中，也唯有四爷，独自于楼上包厢继续丝毫未曾分神。看到这里感动的一塌糊涂。结尾处“我本是男儿郎,又不是女娇娥”真的落泪了。纯粹坚持的2人去了",2011-06-13 19:09:58,2026-05-13 14:52:20
10039,2,皮皮,4星,张丰毅，张国荣和巩俐的表演都很吸引，印象最深刻是巩俐被游街时脸上那种失落又仿佛看透一切，毫不在乎的表情，深深震撼了我。,2018-02-09 15:49:59,2026-05-13 14:52:20
10040,2,Bono,5星,城头变幻大王旗，一个《霸王别姬》，一个《活着》，道尽中国现当代史，百年内无可超越。,2011-05-14 10:56:55,2026-05-13 14:52:20
10041,3,个篱,5星,那对对死无所畏惧的老夫妇，那个不为外界干扰的乐队，那个为生而做一次假父亲的男人，那个为爱人吹响口哨的女人。都是为了一种心灵上的执着。,2006-11-16 15:23:40,2026-05-13 14:52:20
10042,3,影志,5星,“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。 3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…,2006-02-04 06:19:25,2026-05-13 14:52:20
10043,3,沉歌,4星,爱你原本只是一瞬，却不知在时间的洪流中成了永恒。,2007-10-14 15:40:11,2026-05-13 14:52:20
10044,3,Doublebitch,5星,将永远是我在电影院所看过次数最多、最感动、也是最好的电影,2008-11-24 22:15:43,2026-05-13 14:52:20
10045,3,高歌,5星,生死两茫茫 不思量 自难忘,2008-08-02 01:45:37,2026-05-13 14:52:20
10046,3,孔雀鱼,5星,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。,2016-12-02 12:36:33,2026-05-13 14:52:20
10047,3,桃溪春野,5星,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？,2022-08-27 23:06:40,2026-05-13 14:52:20
10048,3,宋阿慕,5星,一部应该被记住的电影.,2008-02-20 11:41:14,2026-05-13 14:52:20
10049,3,白日梦小姐,5星,我想失去的才是永恒的。,2007-12-19 09:05:36,2026-05-13 14:52:20
10050,3,峰峰峰峰,4星,当老年的Rose午夜梦回，一个长镜头穿过大堂，摇上楼梯，站在钟表前的Jack转过身来，意气风发，潇洒倜傥，宛如昨日。,2012-08-25 07:37:00,2026-05-13 14:52:20
10051,3,芦哲峰,4星,1998年，哈尔滨火车站地下给初恋女友买的盗版光盘。,2008-03-15 22:17:43,2026-05-13 14:52:20
10052,3,老鸡｜扶立,4星,高中时代的大片，最让我动心的是音乐,2008-01-10 16:33:31,2026-05-13 14:52:20
10053,3,琦殿,5星,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。,2011-08-26 16:50:18,2026-05-13 14:52:20
10054,3,小耳朵图吗,5星,还用说么？太经典了。,2006-08-21 21:25:29,2026-05-13 14:52:20
10055,3,瑞岱,5星,事隔那麼多年依然無法忘記當初的感動。,2008-05-31 07:37:04,2026-05-13 14:52:20
10056,3,北灰灰灰,5星,能与诸位一起演奏 是我的荣幸,2022-11-18 06:59:38,2026-05-13 14:52:20
10057,3,朋克布莱克,5星,第一次看到沉船，第一次看到正面全裸，第一次看到伟大的爱情，第一次...,2011-07-11 17:36:24,2026-05-13 14:52:20
10058,3,酒鬼一家小迷妹,5星,Rose可以为爱而死，最后在Jack的舍命相救及恳求下，选择了为爱而活，而被留下的那个人是痛苦的。到老奶奶的Rose站在船边上，把海洋之星扔回海中时，我想那是它最好的归宿了。灾难面前，有的人把生存的机会留给了别人，而有的人花钱占用了别人的机会。,2018-01-14 12:32:13,2026-05-13 14:52:20
10059,3,勾陈,4星,远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。 相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。 如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了( 加一星给陪我一起看的人。,2022-04-23 23:05:53,2026-05-13 14:52:20
10060,3,青山绿水,5星,打动人心灵的情感灾难片。除了男女主之间的互动，印象深刻的还有在船沉前三等舱躺在床上安详拥抱的两位老人，母亲在海水即将淹没时，拍打两个孩子入眠的场景，船上一直奏响的音乐，灾难来临时，从容赴死的船长和设计师，都让我流泪满面。,2018-03-14 17:29:38,2026-05-13 14:52:20
10061,4,陳,4星,太甜美的美國夢,2009-01-04 00:08:27,2026-05-13 14:52:20
10062,4,今天小熊不吃糖,5星,羡慕珍妮，不管她多么叛逆、落魄、堕落，永远有阿甘在等她回来,2008-08-12 06:12:09,2026-05-13 14:52:20
10063,4,影志,5星,妈妈说，生活就像一盒巧克力……请不要再续下一句，耳朵听的起了茧子。,2006-02-13 02:13:17,2026-05-13 14:52:20
10064,4,林愈静,5星,每年看一遍，每年哭一遍，看看自己幸福还是阿甘幸福！时间：从2003开始每年一遍,2006-04-21 21:00:17,2026-05-13 14:52:20
10065,4,娜莉梦游仙境,5星,傻人有傻福，实际上并不是这样的。在我看来，阿甘的妈妈才是最伟大的人。很多普通人把低智商的孩子早早就放弃了，不让上学，不与别人接触，也许是为了保护自己的孩子，但是这样以后孩子就等于废了……,2016-12-09 22:25:37,2026-05-13 14:52:20
10066,4,大头绿豆,5星,阿甘奔跑的意象，应该留在了很多人心里。,2005-09-11 14:13:53,2026-05-13 14:52:20
10067,4,荞麦,5星,重新再看一遍，觉得奥斯卡当年颁给《阿甘正传》而不是《肖申克的救赎》，还是对的……更广阔，经得起各种解读，每个人都能找到自己的点。,2012-07-01 16:07:52,2026-05-13 14:52:20
10068,4,亚比煞,4星,他的十二支船，每一支都是她的名字。她走后，他只得跑遍世界的每一个湖泊和沙漠来思念她，只等她一声召唤便死心塌地的回到她的身边。好莱坞编造一个这么纯粹的故事，让我们看到我们所拥有的感情，是多么的残破不堪。这简直是残忍的，不道德的。,2008-06-16 09:25:37,2026-05-13 14:52:20
10069,4,海心,5星,you are my girl.,2008-01-08 16:46:09,2026-05-13 14:52:20
10070,4,一起吃地瓜,4星,《阿甘正传》总觉得有点伪心灵鸡汤的感觉。阿甘人生处处开挂有点不真实，相比较来说更喜欢《肖申克的救赎》。,2018-03-22 09:03:34,2026-05-13 14:52:20
10071,4,xjxiidjsns,5星,Mama always said life was like a box of chocolates. You never know what you're gonna get.,2008-06-24 18:49:25,2026-05-13 14:52:20
10072,4,乔西,5星,我生命里最温暖的一部电影,2009-09-05 03:18:08,2026-05-13 14:52:20
10073,4,雨果,5星,这是一部美国典型的反智题材电影。聪明的人未必一定能成功。阿甘的智商极低，却情商极高。他一直怀着单纯的心，做了在别人眼里了不起的事，也尽力照顾身边的人。 成功充满必然与偶然。 人生就像是一盒巧克力。 最经典的两句台词,2016-11-20 19:08:09,2026-05-13 14:52:20
10074,4,陈毓秀,5星,这部电影的主题是：“保守主义始终代表美国先进生产力的发展要求，始终代表美国先进文化的前进方向，始终代表美国最广大人民的根本利益。”,2013-09-21 21:59:36,2026-05-13 14:52:20
10075,4,眠去,5星,人生就像一盒巧克力，你不知道会选中哪一颗。,2007-02-10 10:55:49,2026-05-13 14:52:20
10076,4,办公室甜心,5星,"十年前看过一遍，那时还是一个小屁孩，就像Forrest的妈妈说的一样，生活就像一盒巧克力，十年前的我绝对不会预料得到现在我会成为一个这样的大男生。Forrest Gump真是把""蠢萌""这两个字发挥到极致，我的意思是，蠢萌，其实也是上帝给予的天赋。",2011-12-14 23:03:55,2026-05-13 14:52:20
10077,4,同志亦凡人中文站,5星,我一直记得那根羽毛,2012-01-14 15:28:23,2026-05-13 14:52:20
10078,4,旅途人生,4星,电影以一个虚构的人物阿甘为主线巧妙的融入了越南战争，水门事件，总统被刺，乒乓外交等多项历史事件，以一个小人物的视角看待历史问题，故事采用阿甘对白的方式讲述故事。电影展现了阿甘的乐观坚强，以及感染了周围人，相对来说还算励志。,2016-07-12 11:05:11,2026-05-13 14:52:20
10079,4,王小邪,5星,遇见阿甘一般的男人是一生的梦想,2008-02-02 15:58:24,2026-05-13 14:52:20
10080,4,墨语悠然,5星,"上中学时看的剧，印象最深的是那句：""Run! Forrest! Run!"" 然后，他就跑出了自己的阴霾，跑出了崭新的人生~非常励志的一部剧，让我重新审视自己，让我更有勇气！",2016-12-10 09:50:32,2026-05-13 14:52:20
10081,5,SH&^U&^N64,5星,不努力工作会变成猪,2006-10-12 16:19:42,2026-05-13 14:52:20
10082,5,zing,5星,"每次看这些神作的时候想到这是动画片这是一群牛人一笔一笔画出来的,就觉得漏看掉一帧都实在是对不起他们啊",2008-03-07 14:00:22,2026-05-13 14:52:20
10083,5,░▒▓██,5星,曾发生过的事请不可能忘记 只不过是你想不起罢了,2009-11-25 16:42:47,2026-05-13 14:52:20
10084,5,Yolanda,5星,十年后重看只想大哭，其实我们都明白这个结局。,2007-01-22 00:13:32,2026-05-13 14:52:20
10085,5,闲潭影,5星,最好的宫崎骏，最好的久石让。,2009-12-19 22:57:35,2026-05-13 14:52:20
10086,5,影志,5星,“有些事情是不可能忘记的，只是一时想不起来。” 忘了怎么打动我的了…好像不是打动，而是震撼。,2006-02-04 06:21:11,2026-05-13 14:52:20
10087,5,根,5星,隔那么多年再看，还是会二话不说就爱上温柔的白龙，还是会被无脸男捧出的一把木牌打动，还是想坐在阁楼上边吃豆包边看电车从海上驶过，但是……再也说不出“想留在那样的世界再也不出来”的话了！愿幻想的世界里没有工作！ 话说千寻现在也28岁了啊，不知道有没有和白龙重逢，如果按好故事的标准，应该是没有吧？她大概已经变成了普通的上班族，每天搭末班电车回家，只是在路过每一条河流时，会想起少女时曾经爱过一条龙。,2019-06-21 23:32:07,2026-05-13 14:52:20
10088,5,小波福娃,3星,内个白龙好像塔矢亮！其实这是个爱丽丝漫游奇遇记的东方版呢！,2007-09-18 17:22:12,2026-05-13 14:52:20
10089,5,老鸡｜扶立,5星,莫贪吃！贪吃变成猪！,2008-01-10 16:32:20,2026-05-13 14:52:20
10090,5,唐喜乐,5星,你忘了吗? 往下飞的时候眼泪是往上流的.,2007-04-08 14:39:09,2026-05-13 14:52:20
10091,5,海心,4星,有那么那么经典吗？还是我老了？,2008-12-22 22:28:54,2026-05-13 14:52:20
10092,5,bekey,5星,欲望无限，就会让你失去自己，进而痛失所爱；在残酷的环境下，只有努力去适应并寻求改变，才能有突破的可能；成功路人，伯乐很重要，一定要记得感恩；奋斗途中，会有妖魔鬼怪，也有可爱温暖的无脸男和小白。节制欲望、不断进阶、知世故而不世故、做个善良有温度的人。千寻，你是最棒的！,2018-03-09 11:15:17,2026-05-13 14:52:20
10093,5,米姐起飞,5星,我与猪都认可的片儿。,2007-02-21 20:26:35,2026-05-13 14:52:20
10094,5,taki zhang,5星,有一点模糊的小爱情...小白龙报恩，千寻想起了她自己及小情人儿的名字。帮客人洗澡，小煤球儿来回跑。这些经历给我多好玩儿，我一定不会变成大猪，不乱吃东西，给客人洗得干干净净。小白龙永远跟我好^^回到14岁：）,2008-01-07 10:48:34,2026-05-13 14:52:20
10095,5,隆咚锵,5星,曾经发生过的事情是不可能忘记的，只是想不起来罢了……你会帮我想起自己是谁对吧,2009-11-27 09:51:15,2026-05-13 14:52:20
10096,5,听说,5星,时隔多年再看，看到汤婆婆对千寻说”我的人手已经够多了！你这个无能的胆小鬼，我凭什么要给你工作！你要坚持的话，我就把最脏最累的活派给你！“……好像想起了phd申请...,2014-04-22 03:08:56,2026-05-13 14:52:20
10097,5,已注销,5星,不仅揭露了人性的贪婪，同样也充斥着满满的温情，虚伪、欺骗、奸诈、陪伴、照顾、温暖……它告诉我们，不管前方的路有多艰难，有些人注定要离开，而人生接下来的路，我们都要自己走。,2018-01-16 20:24:38,2026-05-13 14:52:20
10098,5,暖鱼,4星,一个寻找自我或者自我复苏的过程,2006-12-04 18:07:23,2026-05-13 14:52:20
10099,5,朝暮雪,5星,误入仙境，小镇流光溢彩，灯火辉煌。 夜幕降临，万家灯火倒映在水面上； 仙气氤氲，晨雾在屋舍间自由飘荡。 烟雾朦胧，楼宇蒙上一层神秘面纱； 乌云滚滚，点点雨滴打破了宁静。 黑云压城，家家户户华灯初上； 明月高悬，坐看天边云卷云舒。 微波荡漾，海上电车泛起圈圈涟漪； 晴空万里，她如同行走在天空之境。 电车启动，她看见绿树，青草，人家。 无论是白天还是黑夜，晴空还是大雨，这里都风景如画，宛如梦境。 灯火和月光，烟雨和雾霭，蓝天和云朵，森林和花海，汪洋和浪花，乡村和树林……如梦如幻，如痴如醉。 电影之中，千寻来到一个世外桃源； 电影之外，我们也进入一个童话世界。,2012-08-07 15:51:46,2026-05-13 14:52:20
10100,5,思无邪,5星,喜欢无脸男，他对千寻的感情很纯粹的，要把自己觉得好的都给她。看完觉得环境真的是很重要的东西。,2018-03-03 09:13:49,2026-05-13 14:52:20
10101,6,不靠谱小姐,5星,我以为如此智慧的一个人，在那几声枪响过后，必定是会走出来，继续对他的公主说早安的...,2010-08-17 11:39:02,2026-05-13 14:52:20
10102,6,老鸡｜扶立,5星,如果谎言可以这样美丽，我也情愿生活在谎言之中,2008-01-10 16:54:36,2026-05-13 14:52:20
10103,6,monotonous,4星,人生，就是喜剧，就是一场1000分的游戏。千万别哭，不然那个迈着正步去赴死的犹太人会笑话你的。,2007-12-21 16:05:17,2026-05-13 14:52:20
10104,6,寄意寒星,5星,或许这是我看过的最伟大的喜剧。,2007-03-10 00:04:40,2026-05-13 14:52:20
10105,6,UrthónaD'Mors,5星,喜剧的开始，悲剧的结束， 满满的亲情，无限的父爱,2008-01-27 23:20:12,2026-05-13 14:52:20
10106,6,海上明月,5星,绝对难忘的一部片子----影片结尾美国大兵的那句 hei! boy! 叫人已经凉透了的心又感到了温暖。,2007-09-03 15:23:38,2026-05-13 14:52:20
10107,6,林愈静,4星,看了这个不要看《辛德勒名单》或者看了《辛德勒名单》不要看这个。时间：2005,2006-04-21 21:04:23,2026-05-13 14:52:20
10108,6,寂地,5星,"即使是悲惨世界,也要大大的笑着.",2006-01-05 00:14:15,2026-05-13 14:52:20
10109,6,文泽尔,5星,父爱构筑了一场温馨的战争，没有在孩子心里留下任何阴影。故事分裂成两部分，前半是圭多对公主的追逐，用智慧战胜了强大的求婚者，抱得美人归；后半是战争风雨飘摇时对亲情的忠诚，在迈开大正步赴死，努力保护孩子时，父爱如山，界已成神.,2007-11-20 17:09:28,2026-05-13 14:52:20
10110,6,momo,5星,不敢相信男主死了，总以为他能活过来,2016-09-10 21:31:11,2026-05-13 14:52:20
10111,6,亲爱的我呀,5星,很久以前看过的，永远难忘片中父亲的鬼脸,2007-09-05 13:08:50,2026-05-13 14:52:20
10112,6,如是我闻,3星,在真实的历史面前，不可能有这样的轻松与浪漫！,2009-03-13 21:23:18,2026-05-13 14:52:20
10113,6,ᥫ᭡້໌,5星,三刷了。记得上学时跟父母吵过，中国的父母经常想让小孩相信这世界的丑陋，而国外的父母即便身在地狱也要让孩子相信在天堂，让他们开心的活着，你们为什么要让我的童年的这么痛苦。哈哈，大概就是受这剧影响吧。,2017-02-08 13:44:54,2026-05-13 14:52:20
10114,6,朝暮雪,5星,铁门坠落的钥匙叩开玫瑰庄园 却解不开种族烙铁的炙痕 白驹驮着新娘奔向自由疆界 却冲不破铁丝网编织的牢笼 他用幽默的盾牌抵挡现实的箭矢 以父爱为密码破译战争的密电 一块奶油蛋糕跨越种族隔阂 红地毯丈量着从阶级到真心的距离 留声机转动希望的波长 管风琴震碎绝望的玻璃 用童话语法重构集中营的夜晚 让坦克游戏消解毒气室的阴影 “早安我的公主”融化铁幕寒冬 “我们正在夺冠”点燃废墟星辰 在谎言的土壤播种真相之花 将枪炮声谱成睡前童谣 他弯腰成为儿子的温暖坐骑 昂首化作妻子的永恒骑士 当黑暗吞噬所有光亮 他用瞳孔折射太阳 这不是集中营的编号囚徒 是穿着条纹睡衣的造梦先知 用微笑拆除地狱栅栏 以心跳奏响自由乐章,2012-08-07 15:40:11,2026-05-13 14:52:20
10115,6,毛驴哥🔒🔒🔒🔒,5星,对我说：“早上好，公主”吧,2005-12-26 23:07:42,2026-05-13 14:52:20
10116,6,雨果,5星,看过很多遍，我会背很多台词：我想和你做爱，我见你的第一眼就想和你连续做三次爱。如果你违反了三条规定中的任何一条，你的得分就会被扣光：一、如果你哭，二、如果你想要见妈妈，三、如果你饿了，想要吃点心！想都别想！第一句爱情性感，第二句父爱如山 最爱的还是那句：早安，公主！,2016-12-09 23:06:45,2026-05-13 14:52:20
10117,6,影志,5星,"世界上最美丽的谎言与微笑。Surprise her, forever!",2005-12-28 01:22:48,2026-05-13 14:52:20
10118,6,太空小孩,5星,该给 1000 分的电影,2011-02-19 03:14:50,2026-05-13 14:52:20
10119,6,杨迪,5星,看完快哭死 想起就哽咽 强推,2009-12-19 14:10:11,2026-05-13 14:52:20
10120,6,大头绿豆,5星,最温柔的谎言。,2005-12-04 17:10:05,2026-05-13 14:52:20
10121,7,比岁月含蓄,5星,时间可以伸缩和折叠，唯独不能倒退。你的鹤发或许是我的童颜，而我一次呼吸能抵过你此生的岁月。,2014-11-06 23:27:12,2026-05-13 14:52:20
10122,7,影志,5星,太壮阔了，无以言表！40'渐入佳境，80'叹为观止，120'泪流满面，160'恍如隔世…不曾如此贴近浩瀚星空，被它环抱；不曾如此触摸生命之弦，遁入五维幻境。瑕不掩瑜的科幻神作，刷新视觉的IMAX体验，观影前撒好尿，准备接受近三小时的泪腺洗礼。“爱是一种力量，让我们超越时空感知它的存在”,2014-11-12 10:28:53,2026-05-13 14:52:20
10123,7,桃桃林林,4星,一边太空冒险，一边是通俗的情感戏。无论外表多硬科幻：虫洞、黑洞、太空冒险、多维空间……最核心的仍是亲情与爱。科学与理论其实都是为感情服务的，用很硬的外壳包裹最柔软的情感。也因为此，它不会是2001那样严肃伟大的科幻片，但却有更饱满的感情。包括那些泪点,2014-11-12 17:28:55,2026-05-13 14:52:20
